player_name,player_role,cost_cr,cost_usd_000,base_price_inr,is_retained,current_team,prev_team_2022,is_sold,price_bucket,is_overseas_inferred,player_origin,base_price_cr,price_multiplier,team_changed
Shivam Mavi,Bowler,6.0,720.0,4000000,False,Gujarat Titans,Kolkata Knight Riders,True,5 – 10 Cr,False,Indian,0.4,15.0,True
Joshua Little,Bowler,4.4,528.0,5000000,False,Gujarat Titans,,True,2 – 5 Cr,True,Overseas,0.5,8.8,False
Kane Williamson,Batsman,2.0,240.0,20000000,False,Gujarat Titans,Sunrisers Hyderabad,True,2 – 5 Cr,True,Overseas,2.0,1.0,True
K.S. Bharat,Wicket-Keeper,1.2,144.0,2000000,False,Gujarat Titans,Delhi Capitals,True,1 – 2 Cr,False,Indian,0.2,6.0,True
Mohit Sharma,Bowler,0.5,60.0,5000000,False,Gujarat Titans,,True,0.5 – 1 Cr,False,Indian,0.5,1.0,False
Odean Smith,All-Rounder,0.5,60.0,5000000,False,Gujarat Titans,Punjab Kings,True,0.5 – 1 Cr,True,Overseas,0.5,1.0,True
Urvil Patel,Wicket-Keeper,0.2,24.0,2000000,False,Gujarat Titans,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Rahul Tewatia,All-Rounder,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
Pradeep Sangwan,All-Rounder,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
Rashid Khan,Bowler,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
R. Sai Kishore,Bowler,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
Yash Dayal,Bowler,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
Noor Ahmad,Bowler,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
Wriddhiman Saha,Wicket-Keeper,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
Vijay Shankar,All-Rounder,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
Shubman Gill,Batsman,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
Hardik Pandya,All-Rounder,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
B. Sai Sudharsan,All-Rounder,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
Alzarri Joseph,Bowler,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,True,Overseas,0.0,,False
Abhinav Sadarangani,Batsman,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
Darshan Nalkande,All-Rounder,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
David Miller,Batsman,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,True,Overseas,0.0,,False
Matthew Wade,Wicket-Keeper,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
Jayant Yadav,All-Rounder,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,False,Indian,0.0,,False
Mohammad Shami,Bowler,0.0,0.0,0,True,Gujarat Titans,Gujarat Titans,True,Unsold / Retained,True,Overseas,0.0,,False
Ben Stokes,All-Rounder,16.25,1950.0,20000000,False,Chennai Super Kings,,True,10+ Cr,True,Overseas,2.0,8.12,False
Kyle Jamieson,Bowler,1.0,120.0,10000000,False,Chennai Super Kings,,True,1 – 2 Cr,False,Indian,1.0,1.0,False
Nishant Sindhu,All-Rounder,0.6,72.0,2000000,False,Chennai Super Kings,,True,0.5 – 1 Cr,False,Indian,0.2,3.0,False
Ajinkya Rahane,Batsman,0.5,60.0,5000000,False,Chennai Super Kings,Kolkata Knight Riders,True,0.5 – 1 Cr,False,Indian,0.5,1.0,True
Bhagath Varma,All-Rounder,0.2,24.0,2000000,False,Chennai Super Kings,Chennai Super Kings,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Ajay Mandal,All-Rounder,0.2,24.0,2000000,False,Chennai Super Kings,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Shaik Rasheed,Batsman,0.2,24.0,2000000,False,Chennai Super Kings,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Ravindra Jadeja,All-Rounder,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Rajvardhan Hangargekar,All-Rounder,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Prashant Solanki,Bowler,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Ruturaj Gaikwad,Batsman,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Tushar Deshpande,Bowler,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Mukesh Choudhary,Bowler,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Subhranshu Senapati,Batsman,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Simarjeet Singh,Bowler,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Shivam Dube,All-Rounder,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Matheesha Pathirana,Bowler,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Devon Conway,Batsman,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Deepak Chahar,Bowler,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Ambati Rayudu,Batsman,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Dwaine Pretorius,All-Rounder,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Maheesh Theekshana,Bowler,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Moeen Ali,All-Rounder,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Mitchell Santner,All-Rounder,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
MS Dhoni,Wicket-Keeper,0.0,0.0,0,True,Chennai Super Kings,Chennai Super Kings,True,Unsold / Retained,False,Indian,0.0,,False
Mukesh Kumar,Bowler,5.5,660.0,2000000,False,Delhi Capitals,,True,5 – 10 Cr,False,Indian,0.2,27.5,False
Rilee Rossouw,Batsman,4.6,552.0,20000000,False,Delhi Capitals,,True,2 – 5 Cr,False,Indian,2.0,2.3,False
Manish Pandey,Batsman,2.4,288.0,10000000,False,Delhi Capitals,Lucknow Super Giants,True,2 – 5 Cr,False,Indian,1.0,2.4,True
Phil Salt,Wicket-Keeper,2.0,240.0,20000000,False,Delhi Capitals,,True,2 – 5 Cr,False,Indian,2.0,1.0,False
Ishant Sharma,Bowler,0.5,60.0,5000000,False,Delhi Capitals,,True,0.5 – 1 Cr,False,Indian,0.5,1.0,False
Ripal Patel,All-Rounder,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Pravin Dubey,All-Rounder,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Rishabh Pant,Wicket-Keeper,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Prithvi Shaw,Batsman,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Syed Khaleel Ahmed,Bowler,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Yash Dhull,All-Rounder,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Vicky Ostwal,All-Rounder,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Mustafizur Rahman,Bowler,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Sarfaraz Khan,All-Rounder,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,True,Overseas,0.0,,False
Rovman Powell,Batsman,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,True,Overseas,0.0,,False
Lalit Yadav,All-Rounder,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Axar Patel,All-Rounder,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Anrich Nortje,Bowler,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,True,Overseas,0.0,,False
Aman Khan (T),All-Rounder,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Chetan Sakariya,Bowler,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
David Warner,Batsman,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,True,Overseas,0.0,,False
Lungisani Ngidi,Bowler,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,True,Overseas,0.0,,False
Kuldeep Yadav,Bowler,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Kamlesh Nagarkoti,All-Rounder,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Mitchell Marsh,All-Rounder,0.0,0.0,0,True,Delhi Capitals,Delhi Capitals,True,Unsold / Retained,False,Indian,0.0,,False
Shakib Al Hasan,All-Rounder,1.5,180.0,1500000,False,Kolkata Knight Riders,,True,1 – 2 Cr,False,Indian,0.15,10.0,False
David Wiese,All-Rounder,1.0,120.0,10000000,False,Kolkata Knight Riders,,True,1 – 2 Cr,False,Indian,1.0,1.0,False
N. Jagadeesan,Wicket-Keeper,0.9,108.0,2000000,False,Kolkata Knight Riders,Chennai Super Kings,True,0.5 – 1 Cr,False,Indian,0.2,4.5,True
Vaibhav Arora,Bowler,0.6,72.0,2000000,False,Kolkata Knight Riders,Punjab Kings,True,0.5 – 1 Cr,False,Indian,0.2,3.0,True
Litton Das,Wicket-Keeper,0.5,60.0,5000000,False,Kolkata Knight Riders,,True,0.5 – 1 Cr,False,Indian,0.5,1.0,False
Mandeep Singh,Batsman,0.5,60.0,5000000,False,Kolkata Knight Riders,Delhi Capitals,True,0.5 – 1 Cr,False,Indian,0.5,1.0,True
Kulwant Khejroliya,Bowler,0.2,24.0,2000000,False,Kolkata Knight Riders,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Suyash Sharma,Bowler,0.2,24.0,2000000,False,Kolkata Knight Riders,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Sunil Narine,Bowler,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,True,Overseas,0.0,,False
Shreyas Iyer,Batsman,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,False,Indian,0.0,,False
Tim Southee,Bowler,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,False,Indian,0.0,,False
Umesh Yadav,Bowler,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,False,Indian,0.0,,False
Varun Chakaravarthy,Bowler,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,False,Indian,0.0,,False
Shardul Thakur (T),Bowler,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,False,Indian,0.0,,False
Venkatesh Iyer,All-Rounder,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,False,Indian,0.0,,False
Harshit Rana,Bowler,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,False,Indian,0.0,,False
Anukul Roy,All-Rounder,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,True,Overseas,0.0,,False
Andre Russell,All-Rounder,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,True,Overseas,0.0,,False
Lockie Ferguson (T),Bowler,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,False,Indian,0.0,,False
Nitish Rana,All-Rounder,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,False,Indian,0.0,,False
Rahmanullah Gurbaz (T),Wicket-Keeper,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,False,Indian,0.0,,False
Rinku Singh,Batsman,0.0,0.0,0,True,Kolkata Knight Riders,Kolkata Knight Riders,True,Unsold / Retained,False,Indian,0.0,,False
Sam Curran,All-Rounder,18.5,2220.0,20000000,False,Punjab Kings,,True,10+ Cr,True,Overseas,2.0,9.25,False
Sikandar Raza,All-Rounder,0.5,60.0,5000000,False,Punjab Kings,,True,0.5 – 1 Cr,False,Indian,0.5,1.0,False
Harpreet Bhatia,Batsman,0.4,48.0,2000000,False,Punjab Kings,,True,< 0.5 Cr,False,Indian,0.2,2.0,False
Mohit Rathee,All-Rounder,0.2,24.0,2000000,False,Punjab Kings,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Vidwath Kaverappa,Bowler,0.2,24.0,2000000,False,Punjab Kings,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Shivam Singh,Wicket-Keeper,0.2,24.0,5000000,False,Punjab Kings,,True,< 0.5 Cr,False,Indian,0.5,0.4,False
Liam Livingstone,All-Rounder,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Baltej Singh Dhanda,Bowler,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Atharva Taide,All-Rounder,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Bhanuka Rajapakse,Batsman,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Jitesh Sharma,Wicket-Keeper,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Nathan Ellis,Bowler,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Jonny Bairstow,Wicket-Keeper,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,True,Overseas,0.0,,False
Kagiso Rabada,Bowler,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,True,Overseas,0.0,,False
Harpreet Brar,All-Rounder,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Shahrukh Khan,All-Rounder,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Shikhar Dhawan,Batsman,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Rahul Chahar,Bowler,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Arshdeep Singh,Bowler,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Prabhsimran Singh,Wicket-Keeper,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Raj Angad Bawa,All-Rounder,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Rishi Dhawan,All-Rounder,0.0,0.0,0,True,Punjab Kings,Punjab Kings,True,Unsold / Retained,False,Indian,0.0,,False
Nicholas Pooran,Wicket-Keeper,16.0,1920.0,20000000,False,Lucknow Super Giants,Sunrisers Hyderabad,True,10+ Cr,True,Overseas,2.0,8.0,True
Daniel Sams,All-Rounder,0.75,90.0,7500000,False,Lucknow Super Giants,Mumbai Indians,True,0.5 – 1 Cr,False,Indian,0.75,1.0,True
Jaydev Unadkat,Bowler,0.5,60.0,5000000,False,Lucknow Super Giants,Mumbai Indians,True,0.5 – 1 Cr,False,Indian,0.5,1.0,True
Naveen Ul Haq,Bowler,0.5,60.0,5000000,False,Lucknow Super Giants,,True,0.5 – 1 Cr,False,Indian,0.5,1.0,False
Amit Mishra,Bowler,0.5,60.0,5000000,False,Lucknow Super Giants,,True,0.5 – 1 Cr,False,Indian,0.5,1.0,False
Romario Shepherd,All-Rounder,0.5,60.0,5000000,False,Lucknow Super Giants,Sunrisers Hyderabad,True,0.5 – 1 Cr,False,Indian,0.5,1.0,True
Yash Thakur,Bowler,0.45,54.0,2000000,False,Lucknow Super Giants,,True,< 0.5 Cr,False,Indian,0.2,2.25,False
Swapnil Singh,All-Rounder,0.2,24.0,2000000,False,Lucknow Super Giants,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Yudhvir Charak,All-Rounder,0.2,24.0,2000000,False,Lucknow Super Giants,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Prerak Mankad,All-Rounder,0.2,24.0,2000000,False,Lucknow Super Giants,Punjab Kings,True,< 0.5 Cr,False,Indian,0.2,1.0,True
Mark Wood,Bowler,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
Marcus Stoinis,All-Rounder,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,True,Overseas,0.0,,False
Mayank Yadav,Bowler,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
Mohsin Khan,Bowler,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
Quinton De Kock,Wicket-Keeper,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,True,Overseas,0.0,,False
Manan Vohra,Batsman,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
Ravi Bishnoi,Bowler,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
Deepak Hooda,All-Rounder,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
Ayush Badoni,All-Rounder,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
Avesh Khan,Bowler,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
K. Gowtham,All-Rounder,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
Karan Sharma,All-Rounder,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
Krunal Pandya,All-Rounder,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
KL Rahul,Batsman,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
Kyle Mayers,All-Rounder,0.0,0.0,0,True,Lucknow Super Giants,Lucknow Super Giants,True,Unsold / Retained,False,Indian,0.0,,False
Cameron Green,All-Rounder,17.5,2100.0,20000000,False,Mumbai Indians,,True,10+ Cr,True,Overseas,2.0,8.75,False
Jhye Richardson,Bowler,1.5,180.0,1500000,False,Mumbai Indians,,True,1 – 2 Cr,False,Indian,0.15,10.0,False
Piyush Chawla,Bowler,0.5,60.0,5000000,False,Mumbai Indians,,True,0.5 – 1 Cr,False,Indian,0.5,1.0,False
Raghav Goyal,Bowler,0.2,24.0,2000000,False,Mumbai Indians,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Shams Mulani,All-Rounder,0.2,24.0,2000000,False,Mumbai Indians,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Nehal Wadhera,All-Rounder,0.2,24.0,2000000,False,Mumbai Indians,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Vishnu Vinod,Wicket-Keeper,0.2,24.0,2000000,False,Mumbai Indians,Sunrisers Hyderabad,True,< 0.5 Cr,False,Indian,0.2,1.0,True
Duan Jansen,All-Rounder,0.2,24.0,2000000,False,Mumbai Indians,,True,< 0.5 Cr,False,Indian,0.2,1.0,False
Ramandeep Singh,All-Rounder,0.0,0.0,0,True,Mumbai Indians,Mumbai Indians,True,Unsold / Retained,False,Indian,0.0,,False
N. Tilak Varma,All-Rounder,0.0,0.0,0,True,Mumbai Indians,Mumbai Indians,True,Unsold / Retained,False,Indian,0.0,,False
Mohd. Arshad Khan,All-Rounder,0.0,0.0,0,True,Mumbai Indians,Mumbai Indians,True,Unsold / Retained,False,Indian,0.0,,False
Rohit Sharma,Batsman,0.0,0.0,0,True,Mumbai Indians,Mumbai Indians,True,Unsold / Retained,False,Indian,0.0,,False
Suryakumar Yadav,Batsman,0.0,0.0,0,True,Mumbai Indians,Mumbai Indians,True,Unsold / Retained,False,Indian,0.0,,False
